AAER DATABASE IDENTIFIER,COMPUSTAT IDENTIFIER,ID,CONAME_x,CIK_x,YEARA,FYR,DATE,P_AAER_x,UNDERSTATEMENT,YEAR,CONAME_y,CIK_y,QUARTER,ANNUAL,REASON,EXPLANATION,AUDIT,BRIBES,DISCLOSURE,NODATES,OTHER,REV,REC,COGS,INV,RES,DEBT,MKT_SEC,INC_EXP_SE,ASSET,PAY,LIAB,FIGURE,P_AAER_y,AAER1,AAER2,AAER3,AAER4,AAER5,AAER6,AAER7,AAER8,AAER9,AAER10,AAER11,AAER12,AAER13,AAER14,AAER15,AAER16,AAER17,AAER18,AAER19,AAER20,AAER21,AAER22,AAER23,AAER24,AAER25,AAER26,AAER27,AAER28,AAER29,AAER30,AAER31,AAER32,AAER33,AAER34,AAER35,AAER36,AAER37,AAER38,AAER39,AAER40,AAER41,AAER42,AAER43,AAER44,AAER45,AAER46,AAER47,AAER48,AAER49,TotalAAER
"Embarcadero Technologies, Inc.",EMBARCADERO TECHNOLOGIES INC,416,"Embarcadero Technologies, Inc.",1107112,2005,12,12/31/05,3260,0,2005,"Embarcadero Technologies, Inc.",1107112,1,1,Stock option backdating,backdating of stock options granted to Embarcadero’s employees.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3260,3260,3287,3407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Microtune, Inc.",MICROTUNE INC,791,"Microtune, Inc.",1108058,2001,12,12/31/01,2285,0,2001,"Microtune, Inc.",1108058,1,1,,"improperly recorded revenue from sales with concessions such as price protection, expanded rights of return, extended payment terms and chaneel stuffing",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2285,2285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"Freedom Surf, Inc. (a/k/a Freestar Technologies, Inc., now Rahaxi Inc.)",RAHAXI INC,492,"Freedom Surf, Inc. (a/k/a Freestar Technologies, Inc., now Rahaxi Inc.)",1102301,1999,12,12/31/99,1513,0,1999,"Freedom Surf, Inc. (a/k/a Freestar Technologies, Inc., now Rahaxi Inc.)",1102301,1,1,,inflated assets through fabricated appraisal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1513,1826,1567,1514,1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
"NetEase.com, Inc.",NETEASE INC,837,"NetEase.com, Inc.",1110646,2000,12,12/31/00,2383,0,2000,"NetEase.com, Inc.",1110646,1,1,,inflated revenue by recognizing revenue for unperformed contracts and for other agreements lacking economic substance,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2383,2384,2383,2382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Speechworks International, Inc.",SPEECHWORKS INTL INC,1103,"Speechworks International, Inc.",1111345,2002,12,12/31/02,2622,0,2002,"Speechworks International, Inc.",1111345,1,1,,engaged in a fraudulent scheme to inflate revenues,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2622,2622,3192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Speechworks International, Inc.",SPEECHWORKS INTL INC,1103,"Speechworks International, Inc.",1111345,2003,12,12/31/03,2622,0,2003,"Speechworks International, Inc.",1111345,1,1,,engaged in a fraudulent scheme to inflate revenues,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2622,2622,3192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Lantronix, Inc.",LANTRONIX INC,693,"Lantronix, Inc.",1114925,2001,6,6/30/01,2485,0,2001,"Lantronix, Inc.",1114925,1,1,,"inflated revenue by channel stuffing, shipping product without purchase order and recognizing revenue on a contingent sale",0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2485,2487,2485,3066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Tvia, Inc.",TVIA INC,1240,"Tvia, Inc.",1109279,2005,3,3/31/06,3070,0,2006,"Tvia, Inc.",1109279,1,1,,recognize revenue on merchandise shipped to a customer weeks before the customer had agreed to accept it,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3070,3070,3104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Intercallnet, Inc.",INTERCALLNET INC,623,"Intercallnet, Inc.",1112987,2001,12,12/31/01,2339,0,2001,"Intercallnet, Inc.",1112987,1,1,,fraudulent stock scheme; falsely characterized stock promotion commissions as payments for assets,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2339,2339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"RRI Energy Inc. (formerly Reliant Energy, Reliant Resources, Inc.)",RRI ENERGY INC,1022,"RRI Energy Inc. (formerly Reliant Energy, Reliant Resources, Inc.)",1126294,1999,12,12/31/99,1780,0,1999,"RRI Energy Inc. (formerly Reliant Energy, Reliant Resources, Inc.)",1126294,1,1,,Used swaps and round trip trades to overstate revenue and to move income across periods,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1780,3528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"RRI Energy Inc. (formerly Reliant Energy, Reliant Resources, Inc.)",RRI ENERGY INC,1022,"RRI Energy Inc. (formerly Reliant Energy, Reliant Resources, Inc.)",1126294,1999,12,12/31/99,1780,0,1999,"RRI Energy Inc. (formerly Reliant Energy, Reliant Resources, Inc.)",1126294,0,0,Round Trip trades to raise ranking in energy trading publications,Round Trip trades to raise ranking in energy trading publications,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2197,2198,2197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"RRI Energy Inc. (formerly Reliant Energy, Reliant Resources, Inc.)",RRI ENERGY INC,1022,"RRI Energy Inc. (formerly Reliant Energy, Reliant Resources, Inc.)",1126294,2000,12,12/31/00,1780,0,2000,"RRI Energy Inc. (formerly Reliant Energy, Reliant Resources, Inc.)",1126294,1,1,,Used swaps and round trip trades to overstate revenue and to move income across periods,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1780,3528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"RRI Energy Inc. (formerly Reliant Energy, Reliant Resources, Inc.)",RRI ENERGY INC,1022,"RRI Energy Inc. (formerly Reliant Energy, Reliant Resources, Inc.)",1126294,2000,12,12/31/00,1780,0,2000,"RRI Energy Inc. (formerly Reliant Energy, Reliant Resources, Inc.)",1126294,0,0,Round Trip trades to raise ranking in energy trading publications,Round Trip trades to raise ranking in energy trading publications,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2197,2198,2197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"RRI Energy Inc. (formerly Reliant Energy, Reliant Resources, Inc.)",RRI ENERGY INC,1022,"RRI Energy Inc. (formerly Reliant Energy, Reliant Resources, Inc.)",1126294,2001,12,12/31/01,1780,0,2001,"RRI Energy Inc. (formerly Reliant Energy, Reliant Resources, Inc.)",1126294,1,1,,Used swaps and round trip trades to overstate revenue and to move income across periods,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1780,3528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"RRI Energy Inc. (formerly Reliant Energy, Reliant Resources, Inc.)",RRI ENERGY INC,1022,"RRI Energy Inc. (formerly Reliant Energy, Reliant Resources, Inc.)",1126294,2001,12,12/31/01,1780,0,2001,"RRI Energy Inc. (formerly Reliant Energy, Reliant Resources, Inc.)",1126294,0,0,Round Trip trades to raise ranking in energy trading publications,Round Trip trades to raise ranking in energy trading publications,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2197,2198,2197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Certified Services Inc.,CERTIFIED SERVICES INC,242,Certified Services Inc.,1118326,2002,12,12/31/02,3027,0,2002,Certified Services Inc.,1118326,1,1,,Inflated Certified's financial statements by reporting bogus letters of credit as assets while not recording liabilities.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3027,2996,3027,3193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Certified Services Inc.,CERTIFIED SERVICES INC,242,Certified Services Inc.,1118326,2003,12,12/31/03,3027,0,2003,Certified Services Inc.,1118326,1,1,,Inflated Certified's financial statements by reporting bogus letters of credit as assets while not recording liabilities.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3027,2996,3027,3193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"OIL STATES INTERNATIONAL, INC. (Hydraulic Well Control, LLC)",OIL STATES INTL INC,874,"OIL STATES INTERNATIONAL, INC. (Hydraulic Well Control, LLC)",1121484,2003,12,12/31/03,2424,0,2003,"OIL STATES INTERNATIONAL, INC. (Hydraulic Well Control, LLC)",1121484,1,1,,improperly recorded the payments to employees of Venezuelan energy company as ordinary business expenses,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2424,2424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"Riverstone Networks, Inc.",RIVERSTONE NETWORKS INC,1010,"Riverstone Networks, Inc.",1123028,2001,2,2/28/02,2802,0,2002,"Riverstone Networks, Inc.",1123028,1,1,,improper revenue recognition on contingent sales,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2802,2802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"The Phoenix Companies, Inc.",PHOENIX COMPANIES INC,1495,"The Phoenix Companies, Inc.",1129633,2011,12,12/31/11,3789,0,2011,"The Phoenix Companies, Inc.",1129633,1,1,,1) Accounting for Certain Universal Life Type Products; 2) Loss Recognition; 3) Fixed Indexed Annuities; and 4) Derivative Valuation.,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3789,3789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"The Phoenix Companies, Inc.",PHOENIX COMPANIES INC,1495,"The Phoenix Companies, Inc.",1129633,2010,12,12/31/10,3789,0,2010,"The Phoenix Companies, Inc.",1129633,1,1,,1) Accounting for Certain Universal Life Type Products; 2) Loss Recognition; 3) Fixed Indexed Annuities; and 4) Derivative Valuation.,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3789,3789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"The Phoenix Companies, Inc.",PHOENIX COMPANIES INC,1495,"The Phoenix Companies, Inc.",1129633,2009,12,12/31/19,3789,0,2019,"The Phoenix Companies, Inc.",1129633,1,1,,1) Accounting for Certain Universal Life Type Products; 2) Loss Recognition; 3) Fixed Indexed Annuities; and 4) Derivative Valuation.,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,3789,3789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"Prudential Financial, Inc.",PRUDENTIAL FINANCIAL INC,967,"Prudential Financial, Inc.",1137774,2000,12,12/31/00,2860,0,2000,"Prudential Financial, Inc.",1137774,1,1,,fraudulent reinsurance contracts that had no economic substance and no purose other than to build up and then draw down on an off-balance sheet asset,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2860,2860,3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Prudential Financial, Inc.",PRUDENTIAL FINANCIAL INC,967,"Prudential Financial, Inc.",1137774,2001,12,12/31/01,2860,0,2001,"Prudential Financial, Inc.",1137774,1,1,,fraudulent reinsurance contracts that had no economic substance and no purose other than to build up and then draw down on an off-balance sheet asset,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2860,2860,3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Prudential Financial, Inc.",PRUDENTIAL FINANCIAL INC,967,"Prudential Financial, Inc.",1137774,2002,12,12/31/02,2860,0,2002,"Prudential Financial, Inc.",1137774,1,1,,fraudulent reinsurance contracts that had no economic substance and no purose other than to build up and then draw down on an off-balance sheet asset,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2860,2860,3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
Excelligence Learning Corporation,EXCELLIGENCE LEARNING CORP,440,Excelligence Learning Corporation,1130950,2004,12,12/31/04,2489,0,2004,Excelligence Learning Corporation,1130950,1,1,,falsely increased operating income by removing unpaid inventory ,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2489,2489,2481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Powder River Petroleum International, Inc.",POWDER RIVER PETROLEUM INTL,943,"Powder River Petroleum International, Inc.",1125557,2004,12,12/31/04,3264,0,2004,"Powder River Petroleum International, Inc.",1125557,1,1,,Fraudulently inflating the revenue and omitting major liabilities of Powder River in Commission filings and by making other false and misleading public disclosures,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,3264,3264,3265,3266,3284,3442,3469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
"Powder River Petroleum International, Inc.",POWDER RIVER PETROLEUM INTL,943,"Powder River Petroleum International, Inc.",1125557,2005,12,12/31/05,3264,0,2005,"Powder River Petroleum International, Inc.",1125557,1,1,,Fraudulently inflating the revenue and omitting major liabilities of Powder River in Commission filings and by making other false and misleading public disclosures,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,3264,3264,3265,3266,3284,3442,3469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
"Powder River Petroleum International, Inc.",POWDER RIVER PETROLEUM INTL,943,"Powder River Petroleum International, Inc.",1125557,2006,12,12/31/06,3264,0,2006,"Powder River Petroleum International, Inc.",1125557,1,1,,Fraudulently inflating the revenue and omitting major liabilities of Powder River in Commission filings and by making other false and misleading public disclosures,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,3264,3264,3265,3266,3284,3442,3469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
"Powder River Petroleum International, Inc.",POWDER RIVER PETROLEUM INTL,943,"Powder River Petroleum International, Inc.",1125557,2007,12,12/31/07,3264,0,2007,"Powder River Petroleum International, Inc.",1125557,1,1,,Fraudulently inflating the revenue and omitting major liabilities of Powder River in Commission filings and by making other false and misleading public disclosures,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,3264,3264,3265,3266,3284,3442,3469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
"China Energy Savings Technology, Inc.",CHINA ENERGY SAVNGS TECH INC,254,"China Energy Savings Technology, Inc.",1119601,2004,12,12/31/04,3221,0,2004,"China Energy Savings Technology, Inc.",1119601,1,1,,"overstate EPS, revenue and income",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3221,3221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"China Energy Savings Technology, Inc.",CHINA ENERGY SAVNGS TECH INC,254,"China Energy Savings Technology, Inc.",1119601,2005,12,12/31/05,3221,0,2005,"China Energy Savings Technology, Inc.",1119601,1,1,,"overstate EPS, revenue and income",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3221,3221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"SeraCare Life Sciences, Inc.",SERACARE LIFE SCIENCES INC,1064,"SeraCare Life Sciences, Inc.",1156295,2005,9,9/30/05,2857,0,2005,"SeraCare Life Sciences, Inc.",1156295,1,1,,"improper use of reserves, failure to disclose cancellation of significant bill and hold sale and premature recognition of revenue",0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,2857,2857,2870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"American Tissue, Inc.",AMERICAN TISSUE INC,80,"American Tissue, Inc.",1095827,2000,9,9/30/00,1735,0,2000,"American Tissue, Inc.",1095827,1,1,,"inflated revenues and earnings by improperly capitalizing expenses as assets, overvaluing inventories and creating phony sales and A/R",0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1735,1735,2346,2332,2747,2745,3544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
SCOR Holding (Switzerland) Ltd. Formerly Converium,SCOR HOLDING SWITZERLAND AG,1050,SCOR Holding (Switzerland) Ltd. Formerly Converium,1162586,1998,12,12/31/98,2909,0,1998,SCOR Holding (Switzerland) Ltd. Formerly Converium,1162586,1,1,,fraudulent scheme to improperly inflate its financial performance through the use of finite reinsurance transactions,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2909,2908,2909,2910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
SCOR Holding (Switzerland) Ltd. Formerly Converium,SCOR HOLDING SWITZERLAND AG,1050,SCOR Holding (Switzerland) Ltd. Formerly Converium,1162586,1999,12,12/31/99,2909,0,1999,SCOR Holding (Switzerland) Ltd. Formerly Converium,1162586,1,1,,fraudulent scheme to improperly inflate its financial performance through the use of finite reinsurance transactions,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2909,2908,2909,2910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
SCOR Holding (Switzerland) Ltd. Formerly Converium,SCOR HOLDING SWITZERLAND AG,1050,SCOR Holding (Switzerland) Ltd. Formerly Converium,1162586,2000,12,12/31/00,2909,0,2000,SCOR Holding (Switzerland) Ltd. Formerly Converium,1162586,1,1,,fraudulent scheme to improperly inflate its financial performance through the use of finite reinsurance transactions,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2909,2908,2909,2910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
SCOR Holding (Switzerland) Ltd. Formerly Converium,SCOR HOLDING SWITZERLAND AG,1050,SCOR Holding (Switzerland) Ltd. Formerly Converium,1162586,2001,12,12/31/01,2909,0,2001,SCOR Holding (Switzerland) Ltd. Formerly Converium,1162586,1,1,,fraudulent scheme to improperly inflate its financial performance through the use of finite reinsurance transactions,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2909,2908,2909,2910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
SCOR Holding (Switzerland) Ltd. Formerly Converium,SCOR HOLDING SWITZERLAND AG,1050,SCOR Holding (Switzerland) Ltd. Formerly Converium,1162586,2002,12,12/31/02,2909,0,2002,SCOR Holding (Switzerland) Ltd. Formerly Converium,1162586,1,1,,fraudulent scheme to improperly inflate its financial performance through the use of finite reinsurance transactions,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2909,2908,2909,2910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
SCOR Holding (Switzerland) Ltd. Formerly Converium,SCOR HOLDING SWITZERLAND AG,1050,SCOR Holding (Switzerland) Ltd. Formerly Converium,1162586,2003,12,12/31/03,2909,0,2003,SCOR Holding (Switzerland) Ltd. Formerly Converium,1162586,1,1,,fraudulent scheme to improperly inflate its financial performance through the use of finite reinsurance transactions,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2909,2908,2909,2910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
SCOR Holding (Switzerland) Ltd. Formerly Converium,SCOR HOLDING SWITZERLAND AG,1050,SCOR Holding (Switzerland) Ltd. Formerly Converium,1162586,2004,12,12/31/04,2909,0,2004,SCOR Holding (Switzerland) Ltd. Formerly Converium,1162586,1,1,,fraudulent scheme to improperly inflate its financial performance through the use of finite reinsurance transactions,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2909,2908,2909,2910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Verint Systems Inc.,VERINT SYSTEMS INC,1290,Verint Systems Inc.,1166388,1999,1,1/31/00,3117,0,2000,Verint Systems Inc.,1166388,1,1,,"improper establishment, maintenance, and release of excess reserves",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3117,3117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Verint Systems Inc.,VERINT SYSTEMS INC,1290,Verint Systems Inc.,1166388,2000,1,1/31/01,3117,0,2001,Verint Systems Inc.,1166388,1,1,,"improper establishment, maintenance, and release of excess reserves",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3117,3117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Verint Systems Inc.,VERINT SYSTEMS INC,1290,Verint Systems Inc.,1166388,2001,1,1/31/02,3117,0,2002,Verint Systems Inc.,1166388,1,1,,"improper establishment, maintenance, and release of excess reserves",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3117,3117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Verint Systems Inc.,VERINT SYSTEMS INC,1290,Verint Systems Inc.,1166388,2002,1,1/31/03,3117,0,2003,Verint Systems Inc.,1166388,1,1,,"improper establishment, maintenance, and release of excess reserves",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3117,3117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Verint Systems Inc.,VERINT SYSTEMS INC,1290,Verint Systems Inc.,1166388,2003,1,1/31/04,3117,0,2004,Verint Systems Inc.,1166388,1,1,,"improper establishment, maintenance, and release of excess reserves",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3117,3117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Verint Systems Inc.,VERINT SYSTEMS INC,1290,Verint Systems Inc.,1166388,2004,1,1/31/05,3117,0,2005,Verint Systems Inc.,1166388,1,1,,"improper establishment, maintenance, and release of excess reserves",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3117,3117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"Aprisma Management Technologies, Inc.",APRISMA MGMT TECHNOLOGS-REDH,114,"Aprisma Management Technologies, Inc.",1133618,2000,2,2/28/01,1722,0,2001,"Aprisma Management Technologies, Inc.",1133618,1,1,,inappropriate revenue recognition,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1722,1722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
"WRC Media, Inc.",WRC MEDIA INC,1341,"WRC Media, Inc.",1102329,2002,12,12/31/02,2310,0,2002,"WRC Media, Inc.",1102329,1,1,,improperly inflated revenue by concealing contingency on the approval by client board,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,2310,2589,2310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"Subaye, Inc",SUBAYE INC,1126,"Subaye, Inc",1139570,2010,9,9/30/10,3458,0,2010,"Subaye, Inc",1139570,1,1,,"false press releases and filings that misrepresented the company’s business and operations, deceived the company’s auditors, and misled investors about the company’s true status and revenues",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3458,3458,3555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
TierOne Bank (part of TierOne Corp.),TIERONE CORP,1209,TierOne Bank (part of TierOne Corp.),1170605,2008,12,12/31/08,3410,0,2008,TierOne Bank (part of TierOne Corp.),1170605,1,1,,"understate millions of dollars in losses from nonperforming loans, loan loss provision, mislead investors and federal regulators, insider trading",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3410,3410,3436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
"International Commercial Television, Inc.",ICTV BRANDS INC,629,"International Commercial Television, Inc.",1076522,2007,12,12/31/07,3171,0,2007,"International Commercial Television, Inc.",1076522,1,1,,TV improperly recognized revenue and incorrectly recorded product returns,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3171,3171,3232,3310,3311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
"Carter’s, Inc.",CARTER'S INC,230,"Carter’s, Inc.",1060822,2004,12,12/31/04,3219,0,2004,"Carter’s, Inc.",1060822,1,1,,"manipulated the amount of discounts, understate expense, insider trading",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3219,3219,3418,3421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Carter’s, Inc.",CARTER'S INC,230,"Carter’s, Inc.",1060822,2005,12,12/31/05,3219,0,2005,"Carter’s, Inc.",1060822,1,1,,"manipulated the amount of discounts, understate expense, insider trading",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3219,3219,3418,3421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Carter’s, Inc.",CARTER'S INC,230,"Carter’s, Inc.",1060822,2006,12,12/31/06,3219,0,2006,"Carter’s, Inc.",1060822,1,1,,"manipulated the amount of discounts, understate expense, insider trading",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3219,3219,3418,3421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Carter’s, Inc.",CARTER'S INC,230,"Carter’s, Inc.",1060822,2007,12,12/31/07,3219,0,2007,"Carter’s, Inc.",1060822,1,1,,"manipulated the amount of discounts, understate expense, insider trading",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3219,3219,3418,3421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
"Carter’s, Inc.",CARTER'S INC,230,"Carter’s, Inc.",1060822,2008,12,12/31/08,3219,0,2008,"Carter’s, Inc.",1060822,1,1,,"manipulated the amount of discounts, understate expense, insider trading",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3219,3219,3418,3421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
Brooke Corporation,BROOKE CORP,197,Brooke Corporation,834408,2007,12,12/31/07,3276,0,2007,Brooke Corporation,834408,1,1,,"misrepresented franchise business, Aleritas’ loan portfolio, and the increasingly dire liquidity and financial condition of the Brooke Companies",0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,3276,3276,3304,3316,3317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
